# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
JVM.GC.collectionTimesMs,1703524695581000000,1703524755600000000,521
JVM.GC.collections,1703524695581000000,1703524755600000000,18
JVM.usedNativeBytes,1703524695581000000,1703524755600000000,285448872
JVM.threadCount,1703524695581000000,1703524755600000000,111
JVM.totalCpuTimeMs,1703524695581000000,1703524755600000000,99140
JVM.usedHeapBytes,1703524695581000000,1703524755600000000,357040128
OS.loadAverage,1703524695581000000,1703524755600000000,2.33984375
JVM.maxNativeBytes,1703524695581000000,1703524755600000000,-1
JVM.maxHeapBytes,1703524695581000000,1703524755600000000,2147483648
DirectByteBufferAllocator.hits,1703524695581000000,1703524755600000000,3
FilePageCache.maxRegisteredFiles,1703524695581000000,1703524755600000000,254
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1703524695581000000,1703524755600000000,1666334
FilePageCache.disposedBuffers,1703524695581000000,1703524755600000000,3
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1703524695581000000,1703524755600000000,0
DirectByteBufferAllocator.disposed,1703524695581000000,1703524755600000000,0
StorageLockContext.competingThreads.max,1703524695581000000,1703524755600000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1703524695581000000,1703524755600000000,3448103
FilePageCache.pageFastCacheHits,1703524695581000000,1703524755600000000,60821
DirectByteBufferAllocator.reclaimed,1703524695581000000,1703524755600000000,3
FilePageCache.maxCacheSizeInBytes,1703524695581000000,1703524755600000000,145899520
FilePageCache.uncachedFileAccess,1703524695581000000,1703524755600000000,77
FilePageCache.pageLoads,1703524695581000000,1703524755600000000,151
StorageLockContext.competingThreads.avg,1703524695581000000,1703524755600000000,0.0
FilePageCache.totalPageLoadsUs,1703524695581000000,1703524755600000000,1143817
StreamlinedBlobStorage.recordsAllocated,1703524695581000000,1703524755600000000,50839
FilePageCache.pageHits,1703524695581000000,1703524755600000000,21
StreamlinedBlobStorage.recordsDeleted,1703524695581000000,1703524755600000000,2018
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1703524695581000000,1703524755600000000,145899520
StorageLockContext.competingThreads.90P,1703524695581000000,1703524755600000000,0
DirectByteBufferAllocator.misses,1703524695581000000,1703524755600000000,148
StreamlinedBlobStorage.recordsRelocated,1703524695581000000,1703524755600000000,0
FilePageCache.capacityInBytes,1703524695581000000,1703524755600000000,524288000
FilePageCache.pageLoadsAboveSizeThreshold,1703524695581000000,1703524755600000000,0
FilePageCache.totalPageDisposalsUs,1703524695581000000,1703524755600000000,10091
jps.global.get.libraries.ms,1703524695581000000,1703524755600000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1703524695581000000,1703524755600000000,0
workspaceModel.mutableEntityStorage.entities.ms,1703524695581000000,1703524755600000000,0
jps.reload.project.entities.ms,1703524695581000000,1703524755600000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1703524695581000000,1703524755600000000,44
workspaceModel.mutableEntityStorage.modify.entity.ms,1703524695581000000,1703524755600000000,32
workspaceModel.orphan.listener.update.ms,1703524695581000000,1703524755600000000,4
jps.global.initialize.library.bridges.after.loading.ms,1703524695581000000,1703524755600000000,0
jps.global.initialize.library.bridges.ms,1703524695581000000,1703524755600000000,0
jps.project.serializers.save.ms,1703524695581000000,1703524755600000000,3
workspaceModel.moduleBridgeLoader.loading.modules.ms,1703524695581000000,1703524755600000000,1715
workspaceModel.mutableEntityStorage.remove.entity.ms,1703524695581000000,1703524755600000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1703524695581000000,1703524755600000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1703524695581000000,1703524755600000000,0
workspaceModel.global.updates.count,1703524695581000000,1703524755600000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1703524695581000000,1703524755600000000,0
jps.app.storage.content.reader.load.component.ms,1703524695581000000,1703524755600000000,0
workspaceModel.moduleBridge.update.option.ms,1703524695581000000,1703524755600000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1703524695581000000,1703524755600000000,1
workspaceModel.delayed.project.synchronizer.sync.ms,1703524695581000000,1703524755600000000,515
workspaceModel.moduleManagerBridge.load.all.modules.ms,1703524695581000000,1703524755600000000,97
workspaceModel.moduleBridge.before.changed.ms,1703524695581000000,1703524755600000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1703524695581000000,1703524755600000000,0
