# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
AWTEventQueue.eventsDispatched,1703524381382000000,1703524441402000000,4150
FlushQueue.waitingTimeAvgNs,1703524381382000000,1703524441402000000,2.6497423843690637E8
FlushQueue.queueSizeMax,1703524381382000000,1703524441402000000,78
FlushQueue.executionTime90PNs,1703524381382000000,1703524441402000000,4161535
NonBlockingReadAction.failedExecutionsCount,1703524381382000000,1703524441402000000,0
FlushQueue.queueSize90P,1703524381382000000,1703524441402000000,44
AWTEventQueue.dispatchTimeMaxNs,1703524381382000000,1703524441402000000,1375731711
FlushQueue.executionTimeMaxNs,1703524381382000000,1703524441402000000,1375731711
FlushQueue.waitingTime90PNs,1703524381382000000,1703524441402000000,817889279
NonBlockingReadAction.failedExecutionTimeUs,1703524381382000000,1703524441402000000,0
AWTEventQueue.dispatchTimeTotalNS,1703524381382000000,1703524441402000000,18776263391
FlushQueue.queueSizeAvg,1703524381382000000,1703524441402000000,11.111261872455902
FlushQueue.waitingTimeMaxNs,1703524381382000000,1703524441402000000,2785017855
NonBlockingReadAction.finalizedExecutionTimeUs,1703524381382000000,1703524441402000000,817025
AWTEventQueue.dispatchTimeAvgNs,1703524381382000000,1703524441402000000,4524802.945542169
FlushQueue.executionTimeAvgNs,1703524381382000000,1703524441402000000,5377955.175033921
AWTEventQueue.dispatchTime90PNs,1703524381382000000,1703524441402000000,5799935
FlushQueue.tasksExecuted,1703524381382000000,1703524441402000000,1474
NonBlockingReadAction.finalizedExecutionsCount,1703524381382000000,1703524441402000000,35
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1703524381382000000,1703524441402000000,0
jps.library.entities.serializer.load.entities.ms,1703524381382000000,1703524441402000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1703524381382000000,1703524441402000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1703524381382000000,1703524441402000000,1
workspaceModel.global.apply.state.to.project.builder.ms,1703524381382000000,1703524441402000000,1
workspaceModel.moduleBridgeLoader.loading.modules.ms,1703524381382000000,1703524441402000000,1799
jps.save.changed.project.entities.ms,1703524381382000000,1703524441402000000,2
jps.load.initial.state.ms,1703524381382000000,1703524441402000000,13
workspaceModel.moduleManagerBridge.get.modules.ms,1703524381382000000,1703524441402000000,0
jps.load.project.to.empty.storage.ms,1703524381382000000,1703524441402000000,99
