# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
JVM.GC.collectionTimesMs,1704902378712000000,1704902438747000000,864
JVM.totalCpuTimeMs,1704902378712000000,1704902438747000000,113250
JVM.GC.collections,1704902378712000000,1704902438747000000,27
JVM.maxNativeBytes,1704902378712000000,1704902438747000000,-1
JVM.maxHeapBytes,1704902378712000000,1704902438747000000,2147483648
JVM.usedNativeBytes,1704902378712000000,1704902438747000000,291472528
JVM.usedHeapBytes,1704902378712000000,1704902438747000000,573571072
OS.loadAverage,1704902378712000000,1704902438747000000,4.158203125
JVM.threadCount,1704902378712000000,1704902438747000000,112
workspaceModel.moduleManagerBridge.create.module.instance.ms,1704902378712000000,1704902438747000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1704902378712000000,1704902438747000000,0
workspaceModel.sync.entities.ms,1704902378712000000,1704902438747000000,0
jps.project.serializers.save.ms,1704902378712000000,1704902438747000000,3
workspaceModel.mutableEntityStorage.resolve.ms,1704902378712000000,1704902438747000000,0
jps.app.storage.content.writer.save.component.ms,1704902378712000000,1704902438747000000,0
workspaceModel.global.updates.count,1704902378712000000,1704902438747000000,0
workspaceModel.load.cache.from.file.ms,1704902378712000000,1704902438747000000,543
workspaceModel.moduleBridge.before.changed.ms,1704902378712000000,1704902438747000000,0
jps.global.get.library.ms,1704902378712000000,1704902438747000000,0
jps.library.entities.serializer.save.entities.ms,1704902378712000000,1704902438747000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1704902378712000000,1704902438747000000,92
jps.facet.change.listener.init.bridge.ms,1704902378712000000,1704902438747000000,1
workspaceModel.orphan.listener.update.ms,1704902378712000000,1704902438747000000,3
jps.load.initial.state.ms,1704902378712000000,1704902438747000000,18
jps.artifact.entities.serializer.save.entities.ms,1704902378712000000,1704902438747000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1704902378712000000,1704902438747000000,1
jps.global.initialize.library.bridges.ms,1704902378712000000,1704902438747000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1704902378712000000,1704902438747000000,227
jps.global.get.libraries.ms,1704902378712000000,1704902438747000000,0
jps.apply.loaded.storage.ms,1704902378712000000,1704902438747000000,71
workspaceModel.mutableEntityStorage.to.snapshot.ms,1704902378712000000,1704902438747000000,5
workspaceModel.mutableEntityStorage.has.same.entities.ms,1704902378712000000,1704902438747000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1704902378712000000,1704902438747000000,0
workspaceModel.moduleBridge.update.option.ms,1704902378712000000,1704902438747000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1704902378712000000,1704902438747000000,1
jps.save.changed.project.entities.ms,1704902378712000000,1704902438747000000,3
workspaceModel.moduleBridge.facet.initialization.ms,1704902378712000000,1704902438747000000,0
jps.module.iml.entities.serializer.save.entities.ms,1704902378712000000,1704902438747000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1704902378712000000,1704902438747000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1704902378712000000,1704902438747000000,1891
jps.project.serializers.load.ms,1704902378712000000,1704902438747000000,118
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1704902378712000000,1704902438747000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1704902378712000000,1704902438747000000,0
jps.artifact.entities.serializer.load.entities.ms,1704902378712000000,1704902438747000000,0
jps.storage.jps.conf.reader.load.component.ms,1704902378712000000,1704902438747000000,20
workspaceModel.mutableEntityStorage.put.entity.ms,1704902378712000000,1704902438747000000,33
workspaceModel.mutableEntityStorage.entities.by.source.ms,1704902378712000000,1704902438747000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1704902378712000000,1704902438747000000,0
jps.global.initialize.library.bridges.after.loading.ms,1704902378712000000,1704902438747000000,0
workspaceModel.global.apply.state.to.project.ms,1704902378712000000,1704902438747000000,57
workspaceModel.mutableEntityStorage.add.diff.ms,1704902378712000000,1704902438747000000,11
jps.load.project.to.empty.storage.ms,1704902378712000000,1704902438747000000,135
jps.facet.change.listener.process.change.events.ms,1704902378712000000,1704902438747000000,1
workspaceModel.mutableEntityStorage.modify.entity.ms,1704902378712000000,1704902438747000000,12
workspaceModel.moduleManagerBridge.build.module.graph.ms,1704902378712000000,1704902438747000000,0
jps.module.iml.entities.serializer.load.entities.ms,1704902378712000000,1704902438747000000,46
workspaceModel.save.cache.to.file.ms,1704902378712000000,1704902438747000000,118
jps.global.handle.changed.events.ms,1704902378712000000,1704902438747000000,0
jps.facet.change.listener.before.change.events.ms,1704902378712000000,1704902438747000000,1
jps.app.storage.content.reader.load.component.ms,1704902378712000000,1704902438747000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1704902378712000000,1704902438747000000,98
workspaceModel.mutableEntityStorage.collect.changes.ms,1704902378712000000,1704902438747000000,0
jps.save.global.entities.ms,1704902378712000000,1704902438747000000,2
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1704902378712000000,1704902438747000000,0
jps.reload.project.entities.ms,1704902378712000000,1704902438747000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1704902378712000000,1704902438747000000,1
jps.global.get.library.by.name.ms,1704902378712000000,1704902438747000000,0
workspaceModel.global.updates.ms,1704902378712000000,1704902438747000000,0
workspaceModel.mutableEntityStorage.entities.ms,1704902378712000000,1704902438747000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1704902378712000000,1704902438747000000,34
jps.library.entities.serializer.load.entities.ms,1704902378712000000,1704902438747000000,0
jps.global.handle.before.change.events.ms,1704902378712000000,1704902438747000000,0
StorageLockContext.competingThreads.max,1704902378712000000,1704902438747000000,0
StorageLockContext.competingThreads.avg,1704902378712000000,1704902438747000000,0.0
StreamlinedBlobStorage.recordsDeleted,1704902378712000000,1704902438747000000,2569
FilePageCache.pageLoads,1704902378712000000,1704902438747000000,135
FilePageCache.pageFastCacheHits,1704902378712000000,1704902438747000000,55980
StorageLockContext.competingThreads.90P,1704902378712000000,1704902438747000000,0
FilePageCache.totalPageDisposalsUs,1704902378712000000,1704902438747000000,2601
DirectByteBufferAllocator.misses,1704902378712000000,1704902438747000000,132
DirectByteBufferAllocator.disposed,1704902378712000000,1704902438747000000,0
FilePageCache.disposedBuffers,1704902378712000000,1704902438747000000,3
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1704902378712000000,1704902438747000000,3977809
FilePageCache.maxRegisteredFiles,1704902378712000000,1704902438747000000,254
StreamlinedBlobStorage.recordsAllocated,1704902378712000000,1704902438747000000,58881
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1704902378712000000,1704902438747000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1704902378712000000,1704902438747000000,1840354
DirectByteBufferAllocator.reclaimed,1704902378712000000,1704902438747000000,3
FilePageCache.maxCacheSizeInBytes,1704902378712000000,1704902438747000000,132243456
StreamlinedBlobStorage.recordsRelocated,1704902378712000000,1704902438747000000,0
FilePageCache.capacityInBytes,1704902378712000000,1704902438747000000,524288000
DirectByteBufferAllocator.hits,1704902378712000000,1704902438747000000,3
FilePageCache.pageHits,1704902378712000000,1704902438747000000,6
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1704902378712000000,1704902438747000000,132243456
FilePageCache.totalPageLoadsUs,1704902378712000000,1704902438747000000,3001190
FilePageCache.pageLoadsAboveSizeThreshold,1704902378712000000,1704902438747000000,0
FilePageCache.uncachedFileAccess,1704902378712000000,1704902438747000000,78
FlushQueue.queueSizeMax,1704902378712000000,1704902438747000000,82
FlushQueue.executionTime90PNs,1704902378712000000,1704902438747000000,5144575
FlushQueue.queueSize90P,1704902378712000000,1704902438747000000,60
AWTEventQueue.dispatchTimeAvgNs,1704902378712000000,1704902438747000000,5655817.491602619
NonBlockingReadAction.failedExecutionsCount,1704902378712000000,1704902438747000000,1
AWTEventQueue.dispatchTimeMaxNs,1704902378712000000,1704902438747000000,1593835519
FlushQueue.waitingTimeAvgNs,1704902378712000000,1704902438747000000,2.717096159892977E8
NonBlockingReadAction.finalizedExecutionsCount,1704902378712000000,1704902438747000000,40
FlushQueue.tasksExecuted,1704902378712000000,1704902438747000000,1495
AWTEventQueue.dispatchTimeTotalNS,1704902378712000000,1704902438747000000,19868567476
AWTEventQueue.dispatchTime90PNs,1704902378712000000,1704902438747000000,7569407
FlushQueue.queueSizeAvg,1704902378712000000,1704902438747000000,17.550501672240802
FlushQueue.executionTimeAvgNs,1704902378712000000,1704902438747000000,5689277.939799331
FlushQueue.executionTimeMaxNs,1704902378712000000,1704902438747000000,1593835519
AWTEventQueue.eventsDispatched,1704902378712000000,1704902438747000000,3513
FlushQueue.waitingTimeMaxNs,1704902378712000000,1704902438747000000,1912602623
NonBlockingReadAction.failedExecutionTimeUs,1704902378712000000,1704902438747000000,9430
NonBlockingReadAction.finalizedExecutionTimeUs,1704902378712000000,1704902438747000000,2099703
FlushQueue.waitingTime90PNs,1704902378712000000,1704902438747000000,989855743
workspaceModel.loading.total.ms,1704902378712000000,1704902438747000000,607
workspaceModel.to.snapshot.ms,1704902378712000000,1704902438747000000,5
workspaceModel.replace.project.model.ms,1704902378712000000,1704902438747000000,0
workspaceModel.updates.count,1704902378712000000,1704902438747000000,3
workspaceModel.initializing.ms,1704902378712000000,1704902438747000000,3
workspaceModel.updates.precise.ms,1704902378712000000,1704902438747000000,53
workspaceModel.init.bridges.ms,1704902378712000000,1704902438747000000,2
workspaceModel.pre.handlers.ms,1704902378712000000,1704902438747000000,0
workspaceModel.collect.changes.ms,1704902378712000000,1704902438747000000,0
workspaceModel.check.recursive.update.ms,1704902378712000000,1704902438747000000,2
workspaceModel.loading.from.cache.ms,1704902378712000000,1704902438747000000,545
